代碼,名稱  ,產業,CB收盤價,成交量,股價,轉換價格,轉換價值,溢(折)價%,"停止轉
換起始日","停止轉
換終迄日",發行日,最近賣回日,賣回價格,到期日,到期價格,YTP,YTM,2025Q2公告基本每股盈餘(元),股價波動率120天(%),股價波動率240天(%),自營商買張數,自營商賣張數,外資買張數,外資賣張數,TCRI,發行總量(張),流通在外餘額(張),剩餘未轉換比率%,債券擔保情形,經營項目
35871,閎康一,電子–其他電子,119.05,6,199.0,192.0,103.64583333333334,14.86231155778892,-,-,2023-06-20 00:00:00,2026-06-20 00:00:00,100.0,2026-06-20 00:00:00,100.0,-0.28913926671961615,-0.28913926671961615,2.11,42.57,41.8,6,6,0,0,4,6000.0,4507,75.11,無,檢測分析服務
35914,艾笛森四,電子–光電,99.2,6,18.35,24.5,74.89795918367348,32.4468664850136,-,-,2024-11-22 00:00:00,2027-11-22 00:00:00,100.0,2027-11-22 00:00:00,100.0,0.004076936824233756,0.004076936824233756,-0.18,19.61,34.91,6,6,0,0,6,3000.0,3000,100.0,無,LED照明產品、LED車用產品及傳感器元件之研發製造銷售
36053,宏致三,電子–電子零組件,127.0,5,62.5,50.5,123.76237623762376,2.615999999999996,-,-,2024-08-06 00:00:00,2027-08-06 00:00:00,101.5075,2027-08-06 00:00:00,101.5075,-0.11932548282849015,-0.11932548282849015,1.47,40.14,50.39,5,0,0,0,5,10000.0,1357,13.57,無,電子、電腦、車用、網通、消費性電子、工業、醫療等連接器及配件、電子線連接線組、無線通訊射頻連接器線組、金屬沖壓件、前各項及各式零組件等產品之研發、生產及銷售等業務
36173,碩天三,電子–其他電子,108.0,0,203.0,287.3,70.65784893839192,52.84926108374386,-,-,2025-06-16 00:00:00,2028-06-16 00:00:00,100.0,2028-06-16 00:00:00,100.0,-0.02910337678906032,-0.02910337678906032,7.02,38.07,45.54,-,-,-,-,4,15000.0,15000,100.0,無,不斷電電源供應系統之設計製造及銷售業務、電源保護與電源管理系統之設計製造及銷售業務、電力電子相關設備之設計製造及銷售業務
36534,健策四,電子–電子零組件,225.0,119,2905.0,1314.5,220.99657664511219,1.8115318416523252,-,-,2025-06-03 00:00:00,2028-06-03 00:00:00,100.0,2030-06-03 00:00:00,100.0,-0.2213731198447356,-0.1231942756851627,9.49,59.22,63.27,52,115,0,0,3,30000.0,4378,14.59,無,散熱產品69.97%、導線架9.83%、電子零件7.6%、通訊連接器0.81%(各種機械及零件、精密模具之製造加工買賣、各種精密沖件產品及精密塑膠崁入射出之製造與販賣、金屬零件表面處理加工及機械加工自動車床及CNC車床加工)
36535,健策五,電子–電子零組件,226.0,54,2905.0,1308.0,222.09480122324157,1.7583476764199801,-,-,2025-06-13 00:00:00,2028-06-13 00:00:00,100.0,2030-06-13 00:00:00,100.0,-0.21975764062768782,-0.1228838014621008,9.49,59.22,63.27,11,25,0,0,3,20000.0,4154,20.77,無,散熱產品69.97%、導線架9.83%、電子零件7.6%、通訊連接器0.81%(各種機械及零件、精密模具之製造加工買賣、各種精密沖件產品及精密塑膠崁入射出之製造與販賣、金屬零件表面處理加工及機械加工自動車床及CNC車床加工)
36804,家登四,電子–半導體,116.35,2,342.5,356.0,96.20786516853933,20.936058394160572,2025/11/24,2025/12/17,2023-10-18 00:00:00,2026-10-18 00:00:00,100.0,2026-10-18 00:00:00,100.0,-0.1592899449348319,-0.1592899449348319,1.56,39.91,46.51,2,2,0,0,5,10000.0,3561,35.61,無,光罩解決方案產品、晶圓解決方案產品、機台設備產品
36841,榮昌一,電子–通信網路,113.5,16,47.6,50.7,93.88560157790927,20.891806722689065,-,-,2025-10-28 00:00:00,2027-10-28 00:00:00,102.01,2028-10-28 00:00:00,100.0,-0.05301322849973766,-0.04084110716491023,1.32,37.93,31.67,16,1,0,0,6,3000.0,3000,100.0,無,高頻/車用連接線室內外天線工業用次系統產品等製造加工買賣業務、一般進出口貿易業務(期貨除外)、有關前項業務之代理經銷報價及投標業務
36872,歐買尬二,數位雲端,107.7,1,78.6,75.9,103.55731225296441,4.000381679389342,-,-,2025-10-02 00:00:00,2027-10-02 00:00:00,100.500625,2028-10-02 00:00:00,100.0,-0.03636214016967705,-0.02516454775891817,3.56,31.58,37.73,1,1,0,0,5,4000.0,4000,100.0,無,資訊軟體服務業、資訊處理服務業、、電子資訊供應服務業、、除許可業務外，得經營法令非禁止或限制之業務
36873,歐買尬三,數位雲端,107.0,1,78.6,80.1,98.12734082397004,9.041984732824426,-,-,2025-10-03 00:00:00,2027-10-03 00:00:00,100.0,2028-10-03 00:00:00,100.0,-0.035533489096573216,-0.02300433976194335,3.56,31.58,37.73,1,0,0,0,5,2000.0,2000,100.0,無,資訊軟體服務業、資訊處理服務業、、電子資訊供應服務業、、除許可業務外，得經營法令非禁止或限制之業務
36894,湧德四,電子–電子零組件,168.0,15,104.5,61.7,169.36790923824958,-0.8076555023923349,-,-,2024-03-05 00:00:00,2026-03-05 00:00:00,100.0,2027-03-05 00:00:00,100.0,-1.555137844611529,-0.3211697722567288,1.67,41.7,48.86,5,15,0,0,6,5000.0,194,3.88,無,銷貨收入100%(整合型訊號連接器)
36913,碩禾三,電子–光電,100.3,8,72.1,118.0,61.10169491525423,64.15256588072124,-,-,2024-08-30 00:00:00,2027-08-30 00:00:00,100.0,2027-08-30 00:00:00,100.0,-0.0017111674381244822,-0.0017111674381244822,-1.14,43.22,45.55,8,6,0,0,7,20000.0,20000,100.0,有，上海商業銀行、合作金庫商業銀行、彰化商業銀行,太陽能導電漿
37012,大眾控二,電子–電腦及週邊設備,97.8,0,31.9,63.96,49.87492182614134,96.0905329153605,-,-,2023-05-31 00:00:00,2026-05-31 00:00:00,100.0,2026-05-31 00:00:00,100.0,0.045113373334232265,0.045113373334232265,0.16,39.4,47.3,-,-,-,-,6,6000.0,291,4.85,無,H201010一般投資業
37022,大聯大二,電子–電子通路,102.9,108,68.3,76.9,88.81664499349804,15.856661786237192,-,-,2024-11-11 00:00:00,2027-11-11 00:00:00,100.0,2027-11-11 00:00:00,100.0,-0.01446791294375901,-0.01446791294375901,1.89,28.25,31.45,103,88,0,9,4,35000.0,35000,100.0,無,電子零組件銷售100%(一般投資業、國際貿易業、產業控股公司業)
37023,大聯大三,電子–電子通路,103.9,109,68.3,74.6,91.55495978552278,13.48374816983895,-,-,2024-11-21 00:00:00,2027-11-21 00:00:00,100.0,2027-11-21 00:00:00,100.0,-0.019002321393530308,-0.019002321393530308,1.89,28.25,31.45,109,88,0,0,4,20000.0,20000,100.0,無,電子零組件銷售100%(一般投資業、國際貿易業、產業控股公司業)
37075,漢磊五,電子–半導體,123.5,13,49.4,40.1,123.19201995012469,0.24999999999999467,-,-,2025-08-20 00:00:00,2028-08-20 00:00:00,101.5075,2030-08-20 00:00:00,100.0,-0.06539041943971523,-0.04028621884892492,-0.48,61.88,58.6,4,6,0,0,7,10000.0,8940,89.4,無,功率半導體及類比積體電路的晶圓代工
37083,上緯投控三,綠能環保,128.2,4,108.0,86.4,125.0,2.5599999999999845,-,-,2021-09-27 00:00:00,2026-09-27 00:00:00,100.0,2026-09-27 00:00:00,100.0,-0.2667395732374144,-0.2667395732374144,0.39,62.25,55.3,4,4,0,0,6,10000.0,3037,30.37,有，第一商業銀行股份有限公司,一般投資業
37084,上緯投控四,綠能環保,142.0,0,108.0,83.0,130.12048192771084,9.12962962962962,-,-,2021-09-28 00:00:00,2026-09-28 00:00:00,100.0,2026-09-28 00:00:00,100.0,-0.35747598171812334,-0.35747598171812334,0.39,62.25,55.3,-,-,-,-,6,10000.0,637,6.37,無,一般投資業
37131,新晶投控一,綠能環保,98.5,0,20.1,53.3,37.711069418386494,161.19651741293532,-,-,2021-03-10 00:00:00,2026-03-10 00:00:00,100.0,2026-03-10 00:00:00,100.0,0.055583756345177426,0.055583756345177426,-0.24,42.28,41.48,-,-,-,-,8,5000.0,386,7.72,有，永豐商業銀行股份有限公司,一般投資業
41135,聯上五,建材營建,105.55,6,21.2,26.3,80.6083650190114,30.941745283018875,-,-,2025-10-27 00:00:00,2028-10-27 00:00:00,100.0,2030-10-27 00:00:00,100.0,-0.01807186997353117,-0.010710003299045815,-0.17,28.97,38.3,3,0,0,0,7,4000.0,4000,100.0,有，板信商業銀行,不動產買賣及租賃業、國際貿易業
41236,晟德六,生技醫療,113.5,40,37.95,38.6,98.3160621761658,15.44400527009222,-,-,2023-04-26 00:00:00,2028-04-26 00:00:00,100.0,2028-04-26 00:00:00,100.0,-0.049446579631320695,-0.049446579631320695,3.8,25.89,30.71,40,40,0,0,6,7000.0,6362,90.88,有，永豐商業銀行股份有限公司忠孝分公司,西藥製造業、西藥批發業、西藥零售業
41237,晟德七,生技醫療,103.8,153,37.95,39.3,96.56488549618322,7.492490118577044,-,-,2023-04-27 00:00:00,2026-04-27 00:00:00,103.03,2028-04-27 00:00:00,100.0,-0.018294667499869677,-0.0152016326136944,3.8,25.89,30.71,57,42,0,0,6,25000.0,19443,77.77,無,西藥製造業、西藥批發業、西藥零售業
41295,聯合五,生技醫療,125.0,32,121.5,105.6,115.05681818181819,8.64197530864197,-,-,2025-05-29 00:00:00,2028-05-29 00:00:00,101.5075,2030-05-29 00:00:00,100.0,-0.07529978046103188,-0.04448507007921997,2.01,32.57,33.12,32,23,0,0,6,7000.0,6999,99.98,無,骨科用人工植入物：包括人工關節、人工骨板、骨釘、骨針等
41372,麗豐二KY,生技醫療,99.9,0,99.7,141.3,70.5590941259731,41.58345035105317,-,-,2024-08-12 00:00:00,2026-08-12 00:00:00,100.5,2027-08-12 00:00:00,100.0,0.008596832126243696,0.000589298976395672,2.0,23.22,29.93,-,-,-,-,4,11000.0,11000,100.0,無,美容產品與護理套組之研發、製造及銷售業務、特許經營美容連鎖加盟店之經營與推廣業務、除許可業務外，得經營法令非禁止或限制之業務
41645,承業醫五,生技醫療,109.05,0,39.3,47.0,83.61702127659574,30.416030534351158,-,-,2025-06-20 00:00:00,2028-06-20 00:00:00,100.752,2030-06-20 00:00:00,100.0,-0.029768639123915863,-0.01821476298751337,0.35,33.01,40.66,-,-,-,-,6,9000.0,9000,100.0,無,放射腫瘤、神經科學、影像醫學、眼科及外科/手術等儀器設備銷售、維修保養、出租及其相關零配件、耗材之銷售及藥品銷售、一般投資業
41684,醣聯四,生技醫療,109.5,1,21.5,23.91,89.92053534086156,21.774186046511623,-,-,2025-09-18 00:00:00,2028-09-18 00:00:00,100.0,2028-09-18 00:00:00,100.0,-0.030954708374063233,-0.030954708374063233,-0.55,51.67,46.6,1,1,0,0,7,5000.0,5000,100.0,有，臺灣土地銀行,抗癌用之單株抗體開發、單株抗體標的授權、醣質抗原與蛋白質藥物相關委託服務
41903,佐登三KY,生技醫療,97.3,29,30.35,54.2,55.99630996309963,73.76144975288304,-,-,2024-07-11 00:00:00,2026-07-11 00:00:00,101.0025,2027-07-11 00:00:00,100.0,0.062283101129602565,0.017225286825932832,0.0,16.07,27.41,0,23,0,0,7,7000.0,6417,91.67,無,美容美體產品、美容美體SPA課程
44163,三圓三,建材營建,103.5,126,33.0,65.7,50.2283105022831,106.05909090909091,-,-,2022-09-30 00:00:00,2026-09-30 00:00:00,102.01,2027-09-30 00:00:00,102.52,-0.01728483346046263,-0.0051659770513348465,-1.48,31.72,31.74,126,117,0,0,8,10000.0,9559,95.59,有，第一商業銀行股份有限公司,委託營造廠商興建商業大樓、國民住宅出租出售業務、室內裝潢設計工程承攬及有關裝潢材料之進出口買賣
44383,廣越三,紡織纖維,114.45,14,83.2,75.0,110.93333333333334,3.1700721153846034,-,-,2025-09-30 00:00:00,2028-09-30 00:00:00,100.0,2028-09-30 00:00:00,100.0,-0.0445250652669879,-0.0445250652669879,5.05,30.38,34.4,14,4,0,0,4,8000.0,8000,100.0,無,成衣加工、成衣製造、成衣買賣
44391,冠星一KY,紡織纖維,104.95,0,105.0,100.8,104.16666666666667,0.7519999999999971,-,-,2025-03-03 00:00:00,2028-03-03 00:00:00,100.0,2028-03-03 00:00:00,100.0,-0.020892403687377742,-0.020892403687377742,3.74,25.82,32.26,-,-,-,-,5,5000.0,4999,99.98,無,成衣服裝布料之織造、印染、整理加工製造及買賣業務、前項產品及有關紗類原料之買賣，加工及進出口貿易業務
44421,竣邦一KY,紡織纖維,112.65,0,54.5,48.5,112.37113402061854,0.2481651376146976,-,-,2025-07-28 00:00:00,2027-07-28 00:00:00,101.0025,2028-07-28 00:00:00,100.0,-0.06237908683738488,-0.042211711767306044,1.0,56.46,53.64,-,-,-,-,6,1500.0,1198,79.86,無,成衣服裝機能性布料之開發、設計、生產及銷售
45102,高鋒二,電機機械,96.45,30,38.1,48.41,78.70274736624665,22.5497244094488,-,-,2025-02-26 00:00:00,2027-02-26 00:00:00,100.500625,2028-02-26 00:00:00,100.0,0.03383876226344264,0.016423498753423835,-0.2,43.06,58.39,1,10,0,0,7,9000.0,8532,94.8,無,各種工作母機及其零配件及原料之製造加工買賣、塑膠射出成型機等產業機械及其有關零配件及原料、前項有關產品進出口貿易與代理買賣業務
45402,全球傳動二,電機機械,99.8,0,35.55,35.5,100.14084507042251,-0.34036568213781093,-,-,2022-12-12 00:00:00,2025-12-12 00:00:00,100.0,2025-12-12 00:00:00,100.0,0.06095524382097873,0.06095524382097873,-0.81,36.89,53.0,-,-,-,-,7,3000.0,170,5.66,無,滾珠螺桿、線性滑軌及滾珠花鍵等產品之製造及銷售
45421,科嶠一,電子–電子零組件,96.55,0,50.9,85.9,59.254947613504065,62.939980353634596,-,-,2024-09-06 00:00:00,2026-09-06 00:00:00,100.2502,2027-09-06 00:00:00,100.0,0.049958311755567274,0.020220876037238163,0.47,36.65,46.17,-,-,-,-,7,3000.0,2967,98.9,無,設計、研發及生產自動化乾燥設備及相關機械設備製造與買賣
45491,桓達一,電機機械,109.95,0,115.0,154.4,74.48186528497409,47.61982608695652,-,-,2024-11-07 00:00:00,2027-11-07 00:00:00,100.0,2027-11-07 00:00:00,100.0,-0.04671983471978072,-0.04671983471978072,0.9,45.41,53.25,-,-,-,-,5,5000.0,5000,100.0,無,製程自動化感測器之設計，生產與銷售、電機氣動控制元件之設計，生產與銷售、電子電力控制儀表等整合服務
45554,氣立四,電機機械,111.9,5,41.45,43.4,95.50691244239633,17.164294330518693,-,-,2025-06-09 00:00:00,2028-06-09 00:00:00,100.0,2028-06-09 00:00:00,100.0,-0.04209968227752158,-0.04209968227752158,0.11,40.98,48.7,5,0,0,0,7,5000.0,5000,100.0,有，彰化商業銀行,氣動執行元件、氣動控制元件、氣源處理元件及氣動輔助元件之研發，生產及銷售
45581,寶緯一,電機機械,102.0,1,19.95,29.8,66.9463087248322,52.36090225563912,-,-,2025-08-28 00:00:00,2028-08-28 00:00:00,100.0,2028-08-28 00:00:00,100.0,-0.007142577589918217,-0.007142577589918217,0.42,32.09,40.37,0,1,0,0,8,3000.0,3000,100.0,有，華南商業銀行股份有限公司,工業鋁擠型、鋁門窗及建材、其他
45641,元翎一,電機機械,97.85,1,16.5,26.4,62.5,56.55999999999999,-,-,2023-09-26 00:00:00,2026-09-26 00:00:00,101.5075,2026-09-26 00:00:00,101.5075,0.04547734627831705,0.04547734627831705,-0.46,44.98,43.79,1,0,0,0,6,5500.0,5500,100.0,無,各式迷你高壓充氣鋼瓶(charger)及各式高壓容器、CA02990其他金屬製品製造業、C114010食品添加物製造業
45663,時碩工業三,電機機械,122.9,0,53.2,49.6,107.25806451612904,14.583458646616542,-,-,2023-11-27 00:00:00,2026-11-27 00:00:00,100.0,2026-11-27 00:00:00,100.0,-0.18787452404820884,-0.18787452404820884,0.94,31.92,42.08,-,-,-,-,5,8000.0,416,5.2,無,工業產品精密金屬零件製造販售、汽車產品精密金屬零件製造販售、航太產品精密金屬零件製造販售
45691,六方科一KY,汽車工業,100.95,0,149.5,203.9,73.32025502697401,37.68364548494982,-,-,2025-01-15 00:00:00,2028-01-15 00:00:00,100.0,2028-01-15 00:00:00,100.0,-0.004426377251165511,-0.004426377251165511,2.52,51.54,53.1,-,-,-,-,6,5000.0,5000,100.0,無,精密金屬零件之機械加工、製造及買賣
45721,駐龍一,電機機械,108.05,3,154.5,160.6,96.20174346201745,12.316051779935266,-,-,2024-07-16 00:00:00,2026-07-16 00:00:00,100.0,2027-07-16 00:00:00,100.0,-0.11926942529855411,-0.04585738443182181,0.8,24.08,32.86,1,2,0,0,6,5000.0,5000,100.0,無,大型飛機機身結構零組件、大型飛機引擎及起落架結構零組件、特殊模治具
45811,光隆精密一KY,汽車工業,101.85,26,54.2,53.4,101.49812734082398,0.3466789667896375,-,-,2025-08-15 00:00:00,2027-08-15 00:00:00,100.5,2028-08-15 00:00:00,100.0,-0.007765645352314419,-0.0067035872754446935,1.21,15.56,29.88,6,0,0,0,5,5000.0,5000,100.0,無,精密金屬加工
47223,國精化三,化學工業,137.2,94,183.0,141.3,129.51167728237792,5.936393442622934,-,-,2025-10-01 00:00:00,2028-10-01 00:00:00,100.0,2028-10-01 00:00:00,100.0,-0.09552607584677554,-0.09552607584677554,0.81,72.04,65.1,93,23,0,0,5,5000.0,5000,100.0,無,光固化材料36.82%、電子化學材料29.51%、不飽和聚酯樹脂19.67%、塗料樹脂10.87%、其他3.14%(各種工業用合成樹脂，及其他有關化學品之製造、加工、銷售、各種人造樹脂之原物料買賣及工業用合成樹脂之進出口業務、玻纖強化塑膠製品之製造、加工及相關原物料之買賣進出口業務、)
47393,康普三,化學工業,104.5,16,68.4,98.5,69.44162436548224,50.4861111111111,2025/12/01,2025/12/24,2021-10-28 00:00:00,2026-10-28 00:00:00,100.0,2026-10-28 00:00:00,100.0,-0.04734247996771776,-0.04734247996771776,0.71,44.34,43.72,16,15,0,0,5,7000.0,6945,99.21,有，彰化商業銀行股份有限公司,氧化觸媒生產製造買賣及進出口業務、先進材料生產製造買賣及進出口業務、動力電池材料生產製造買賣及進出口業務
47442,皇將二,生技醫療,122.0,9,30.95,25.1,123.30677290836651,-1.0597738287560388,-,-,2022-12-07 00:00:00,2025-12-07 00:00:00,100.0,2025-12-07 00:00:00,100.0,-9.402810304449646,-9.402810304449646,0.36,40.82,42.77,6,3,0,0,7,1500.0,107,7.13,有，臺灣土地銀行股份有限公司,製藥設備生產線、檢驗儀器生產線、生物技術服務
47471,強生一,生技醫療,122.0,0,60.9,59.58,102.21550855991943,19.355665024630554,2025/11/25,2025/12/24,2023-06-12 00:00:00,2026-06-12 00:00:00,100.0,2026-06-12 00:00:00,100.0,-0.3392766604698326,-0.3392766604698326,0.35,23.94,28.05,-,-,-,-,6,4000.0,615,15.37,無,西藥之製造，加工，買賣，批發零售，進出口、營養保健食品之加工買賣
47721,台特化一,化學工業,115.0,5054,306.5,323.8,94.65719579987646,21.491027732463298,-,-,2025-11-27 00:00:00,2028-11-27 00:00:00,100.0,2028-11-27 00:00:00,100.0,-0.04355781852897889,-0.04355781852897889,1.21,49.07,54.2,1113,2,154,2040,6,20000.0,20000,100.0,無,半導體特氣及精密化學材料之製造與買賣
49066,正文六,電子–通信網路,114.55,16,26.2,26.6,98.49624060150376,16.298854961832056,-,-,2023-06-02 00:00:00,2026-06-02 00:00:00,100.0,2026-06-02 00:00:00,100.0,-0.25196658000113853,-0.25196658000113853,0.36,34.4,36.31,14,14,0,0,5,15000.0,6452,43.01,無,無線區域網路產品類
49165,事欣科五,電子–電腦及週邊設備,114.1,0,46.8,42.88,109.1417910447761,4.542905982905987,-,-,2025-05-14 00:00:00,2027-05-14 00:00:00,102.01,2030-05-14 00:00:00,100.0,-0.0729722355431349,-0.027739957504745952,0.5,53.15,57.37,-,-,-,-,7,5000.0,357,7.14,無,航太及國防工業、博奕及工業電腦
49793,華星光三,電子–通信網路,141.0,21,235.5,176.5,133.42776203966005,5.675159235668792,-,-,2024-12-09 00:00:00,2026-12-09 00:00:00,101.0025,2027-12-09 00:00:00,100.0,-0.2768439242234612,-0.1436194205318669,1.54,54.09,63.59,21,12,0,0,6,6000.0,6000,100.0,無,電子零組件製造業及電子材料批發業等相關產業
49794,華星光四,電子–通信網路,132.0,50,235.5,204.3,115.27165932452274,14.512101910828035,-,-,2024-12-25 00:00:00,2026-12-25 00:00:00,100.0,2027-12-25 00:00:00,100.0,-0.22688422688422688,-0.11719847481436886,1.54,54.09,63.59,47,50,0,0,6,2000.0,2000,100.0,無,電子零組件製造業及電子材料批發業等相關產業
50097,榮剛七,鋼鐵工業,99.0,15,31.75,50.3,63.12127236580517,56.840944881889754,-,-,2023-07-31 00:00:00,2026-07-31 00:00:00,101.51,2026-07-31 00:00:00,101.51,0.03808247079852034,0.03808247079852034,0.3,23.44,30.87,14,15,0,0,4,50000.0,49999,99.99,無,特殊鋼(工具鋼、低合金鋼、軸承鋼、不銹鋼、高速鋼)、碳鋼(含中、高拉鋼筋)特殊鍛件與模具(鍛胚、車軸、機械主軸、、輥子、輥軸、壓輪等)之製造加工與銷售業務
52011,凱衛一,電子–資訊服務,126.5,5,45.0,38.5,116.88311688311688,8.227777777777767,-,-,2025-10-15 00:00:00,2028-10-15 00:00:00,100.0,2028-10-15 00:00:00,100.0,-0.0728213815170337,-0.0728213815170337,0.54,51.59,58.05,5,5,0,0,6,1000.0,1000,100.0,有，兆豐國際商業銀行,軟硬體系統整合收入、勞務及維修收入、授權收入
52091,新鼎一,其他,118.0,0,171.5,151.1,113.50099272005295,3.963848396501457,-,-,2023-10-06 00:00:00,2026-10-06 00:00:00,100.0,2026-10-06 00:00:00,100.0,-0.17960634226353203,-0.17960634226353203,5.74,41.38,36.98,-,-,-,-,5,3000.0,2996,99.86,無,各項控制系統軟硬體之分項與整體之可行性研究、規劃、設計、採購、軟硬體組合監造安裝校測試車維護及操作等、電腦軟硬體儀器之進口代理及銷售
52121,凌網一,電子–資訊服務,100.1,1,51.7,62.64,82.53512132822478,21.281702127659564,-,-,2024-10-15 00:00:00,2027-10-15 00:00:00,101.5075,2029-10-15 00:00:00,100.0,0.007503278884857784,-0.0002576928371981288,2.79,25.69,29.35,0,1,0,0,6,4000.0,4000,100.0,無,專案軟體服務、圖書館軟體及電子書銷售服務、金融軟體服務
52251,東科一KY,電子–其他電子,328.0,0,108.5,31.7,342.2712933753943,-4.1695852534562095,-,-,2022-11-28 00:00:00,2025-11-28 00:00:00,100.0,2025-11-28 00:00:00,100.0,126.85975609756096,126.85975609756096,4.14,36.74,43.61,-,-,-,-,6,3500.0,5,0.14,有，中國信託商業銀行股份有限公司,揚聲器系統及耳機之製造及銷售、高階/智慧型揚聲器及影音電子家庭娛樂系統之設計、製造及銷售、系統架構/新產品概念/創新產品及聲學技術之研發
52303,雷笛克光學三,電子–光電,105.05,0,17.2,22.0,78.18181818181819,34.36627906976744,-,-,2023-07-24 00:00:00,2026-07-24 00:00:00,100.0,2026-07-24 00:00:00,100.0,-0.0743491799707967,-0.0743491799707967,-0.14,35.43,41.34,-,-,-,-,7,3000.0,596,19.86,有，台北富邦商業銀行,透鏡60.61%、精密塑膠件開發及製造9.09%、光電模組產品1.42%(照明設備製造業、光學儀器製造業、電子零組件製造業)
52441,弘凱一,電子–光電,102.5,1,41.0,44.5,92.13483146067416,11.249999999999982,-,-,2024-09-25 00:00:00,2027-09-25 00:00:00,100.6,2029-09-25 00:00:00,100.0,-0.010189538642374384,-0.006381676719993012,0.42,37.59,54.72,1,1,0,0,6,5000.0,4863,97.26,無,可見光及不可見光LED光電整合元件封裝製造、LED照明需求及設計應用開發
52452,智晶二,電子–光電,95.35,2,21.65,35.0,61.857142857142854,54.14549653579677,-,-,2024-12-18 00:00:00,2026-12-18 00:00:00,100.5,2027-12-18 00:00:00,100.0,0.05147313525406612,0.023797071863020842,-1.05,51.24,48.08,1,0,0,0,7,3000.0,2952,98.4,無,被動式有機發光顯示器(PMOLED)
52635,智崴五,文化創意,106.8,0,86.4,110.6,78.11934900542497,36.71388888888887,2025/11/06,2025/12/01,2024-03-04 00:00:00,2026-03-04 00:00:00,100.2001,2027-03-04 00:00:00,100.0,-0.23995572356363046,-0.0506311555000693,1.06,31.45,35.82,-,-,-,-,7,8000.0,4037,50.46,有，台中商業銀行,體感模擬遊樂設備
53064,桂盟四,運動休閒,102.3,0,91.2,122.5,74.44897959183673,37.40953947368422,2025/12/03,2025/12/28,2023-11-08 00:00:00,2026-11-08 00:00:00,100.0,2026-11-08 00:00:00,100.0,-0.023924944925603233,-0.023924944925603233,1.72,24.05,32.64,-,-,-,-,4,10000.0,9999,99.99,有，日商瑞穗銀行,自行車鏈條及機車鏈條、鏈輪之製造與銷售
53095,系統電五,電子–電子零組件,159.0,1,59.0,38.2,154.4502617801047,2.945762711864397,-,-,2023-08-08 00:00:00,2026-08-08 00:00:00,100.0,2026-08-08 00:00:00,100.0,-0.5396025959056855,-0.5396025959056855,-0.1,51.12,53.69,-,-,-,-,6,5000.0,455,9.1,無,汽車電子與工業能源產品
53211,美而快一,數位雲端,99.85,1,38.35,85.3,44.958968347010554,122.09139504563228,-,-,2024-03-04 00:00:00,2026-03-04 00:00:00,101.0025,2027-03-04 00:00:00,100.0,0.04481855762366948,0.0011946023610579632,0.0,30.7,38.35,-,-,-,-,7,2000.0,2000,100.0,無,布疋、衣著、鞋、帽、傘、服飾品批發及零售買賣業務、無店面零售業務、電子零組件之製造、加工及買賣業務
53887,中磊七,電子–通信網路,102.4,14,82.4,134.6,61.2184249628529,67.26990291262136,-,-,2023-12-06 00:00:00,2026-12-06 00:00:00,100.0,2028-12-06 00:00:00,100.0,-0.023058456873315366,-0.007762874319419238,1.0,32.76,40.92,14,14,0,0,4,30000.0,30000,100.0,無,有線網路產品、無線網路產品、其他
54342,崇越二,電子–電子通路,168.0,5,302.5,184.1,164.31287343834873,2.243966942148745,-,-,2023-06-29 00:00:00,2026-06-29 00:00:00,100.0,2026-06-29 00:00:00,100.0,-0.7001805461521102,-0.7001805461521102,5.75,29.03,31.33,5,5,0,0,3,10000.0,3105,31.05,無,半導體暨電子材料90.85%、環境工程6.3%、其他產品2.85%(半導體與光電相關產品、電子材料、環境工程)
54391,高技一,電子–電子零組件,136.0,413,354.0,300.0,118.0,15.254237288135597,-,-,2025-09-09 00:00:00,2028-09-09 00:00:00,100.0,2030-09-09 00:00:00,100.0,-0.09528367560041767,-0.05540002698327036,5.71,59.65,62.53,403,322,0,0,5,20000.0,20000,100.0,無,電子產品之製造及買賣(印刷電路板、個人電腦、電腦週邊設備)、前項有關產品之進出口貿易、代理前項有關國內外廠商產品投標報價及經銷業務
54501,南良一,其他,104.25,0,13.2,17.4,75.86206896551724,37.420454545454554,-,-,2023-03-21 00:00:00,2026-03-21 00:00:00,100.75,2028-03-21 00:00:00,100.0,-0.11039816795212481,-0.017672322949241544,0.1,25.5,31.63,-,-,-,-,7,5000.0,4998,99.96,有，臺灣土地銀行股份有限公司,成衣或運動用品之黏扣帶、織帶及各式綁帶、橡、塑膠高分子及發泡複合材
54573,宣德三,電子–電子零組件,95.5,0,42.3,66.9,63.2286995515695,51.039007092198595,-,-,2024-03-06 00:00:00,2027-03-06 00:00:00,100.0,2027-03-06 00:00:00,100.0,0.03730792381687885,0.03730792381687885,1.06,33.07,40.07,-,-,-,-,5,20000.0,20000,100.0,無,各式連接器精密零組件成機及模組組裝
55433,桓鼎三KY,建材營建,111.05,0,28.3,51.5,54.95145631067961,102.08745583038868,-,-,2022-12-14 00:00:00,2025-12-14 00:00:00,100.0,2025-12-14 00:00:00,100.0,-2.5942303981475505,-2.5942303981475505,-0.55,51.49,49.55,-,-,-,-,7,1000.0,1000,100.0,無,能源解決方案及鋰電池模組製造銷售、營造工程及節能建材製造銷售
